GMT Time Correction = -14400
Lg00 (Basic Log) Log:
Rec #,Date ,Time,  Pressure [dBars],    LightIntensity,       IntTemp [C],       ExtTemp [C],      C_TooDimFlag,     Valid Flag
   1632,2/24/2022, 00:32:00,            -21.38,                 1,             28.52,             28.94,                 1,              1
   1633,2/24/2022, 00:32:10,            -22.38,                 1,             28.52,             28.94,                 1,              1
   1634,2/24/2022, 00:32:20,            -22.38,                 1,             28.52,             28.94,                 1,              1
   1635,2/24/2022, 00:32:30,            -22.38,                 1,             28.52,             28.94,                 1,              1
   1636,2/24/2022, 00:32:40,            -22.38,                 1,             28.52,             28.94,                 1,              1
   1637,2/24/2022, 00:32:50,            -21.38,                 1,             28.52,             28.94,                 1,              1
   1638,2/24/2022, 00:33:00,            -22.38,                 1,             28.52,             28.94,                 1,              1
   1639,2/24/2022, 00:33:10,            -21.38,                 1,             28.52,             28.94,                 1,              1
   1640,2/24/2022, 00:33:20,            -23.38,                 1,             28.52,             28.94,                 1,              1
   1641,2/24/2022, 00:33:30,            -22.38,                 1,             28.52,             28.94,                 1,              1
   1642,2/24/2022, 00:33:40,            -21.38,                 1,             28.52,             28.94,                 1,              1
   1643,2/24/2022, 00:33:50,            -22.38,                 1,             28.52,             28.96,                 1,              1
   1644,2/24/2022, 00:34:00,            -22.38,                 1,             28.52,             28.94,                 1,              1
   1645,2/24/2022, 00:34:10,            -23.38,                 1,             28.52,             28.94,                 1,              1
   1646,2/24/2022, 00:34:20,            -22.38,                 1,             28.52,             28.94,                 1,              1
   1647,2/24/2022, 00:34:30,            -22.38,                 1,             28.52,             28.96,                 1,              1
